update,timesteps,games,games_in_rollout,elapsed_s,steps_per_s,rollout_s,update_s,wait_s,win_rate,win_rate_us,win_rate_ussr,draw_rate,win_rate_vs_pool,win_rate_vs_anchor,ep_len_mean,turn_mean,entropy,k_valid,entropy_ratio,k_eff,approx_kl,clip_fraction,explained_variance,policy_loss,value_loss,entropy_loss,pool_size,anchor
734,6030784,19013,19,833.9,3459.1,2.4,3.9,1.49,0.5,0.0,0.6667,0.0,0.5,,419.1,6.26,0.5639,17.35,0.1976,1.76,0.0089,0.0651,0.9218,-0.005,0.017,-0.5003,146,random
735,6038976,19042,29,840.5,3146.0,2.6,3.9,1.68,0.9167,0.8571,1.0,0.0,0.9167,,338.7,6.03,0.5325,16.91,0.1883,1.7,0.0088,0.0641,0.8833,-0.0061,0.0244,-0.4665,146,random
736,6047168,19067,25,847.2,3012.8,2.7,4.1,1.82,0.6364,0.6667,0.6,0.0,0.6364,,350.2,6.04,0.5053,16.81,0.1791,1.66,0.0079,0.0602,0.9128,-0.0064,0.0168,-0.4611,147,random
737,6055360,19084,17,854.1,3041.0,2.7,3.9,1.83,0.9091,0.875,1.0,0.0,0.9091,,295.7,5.88,0.5618,17.5,0.1963,1.75,0.0085,0.0641,0.9202,-0.0054,0.0151,-0.4975,147,random
738,6063552,19112,28,860.9,2868.5,2.9,4.0,1.91,0.8571,0.8,0.8889,0.0,0.8571,,351.3,6.36,0.5248,16.91,0.1856,1.69,0.0072,0.0604,0.8733,-0.0068,0.025,-0.4722,147,random
739,6071744,19137,25,867.7,2951.1,2.8,4.0,1.87,0.7857,0.8571,0.7143,0.0,0.7857,,309.7,5.8,0.5362,17.44,0.1875,1.71,0.0065,0.0517,0.881,-0.0071,0.0238,-0.4813,147,random
740,6079936,19167,30,874.5,2978.3,2.8,3.9,1.85,0.7857,0.8,0.7778,0.0,0.7857,,393.8,7.0,0.5145,16.6,0.1831,1.67,0.0077,0.0632,0.8943,-0.0057,0.021,-0.4657,147,random
741,6088128,19181,14,881.3,3028.4,2.7,4.1,1.82,0.8889,0.75,1.0,0.0,0.8889,,327.3,6.07,0.5061,16.97,0.1788,1.66,0.0112,0.0709,0.9238,-0.0062,0.0132,-0.4542,148,random
742,6096320,19206,25,888.1,2988.3,2.7,3.9,1.84,0.7895,0.7143,0.8333,0.0,0.7895,,259.7,5.68,0.5126,17.4,0.1795,1.67,0.0093,0.0681,0.9228,-0.006,0.0152,-0.4691,148,random
743,6104512,19229,23,894.7,3167.4,2.6,4.1,1.67,0.6923,0.7143,0.6667,0.0,0.6923,,339.8,5.96,0.5564,16.98,0.1965,1.74,0.0073,0.0642,0.8965,-0.0064,0.0218,-0.5053,148,random
744,6112704,19250,21,901.7,2893.6,2.8,3.9,1.94,0.9,1.0,0.8889,0.0,0.9,,397.7,6.71,0.5612,16.42,0.2006,1.75,0.0078,0.0545,0.9264,-0.0072,0.0136,-0.4972,148,random
745,6120896,19274,24,908.3,3110.0,2.6,4.0,1.72,0.7273,0.875,0.3333,0.0,0.7273,,414.0,7.21,0.5754,18.11,0.1987,1.78,0.0072,0.0583,0.9115,-0.0072,0.0172,-0.5273,148,random
746,6129088,19301,27,915.2,3011.0,2.7,3.8,1.82,0.5714,0.4,0.6667,0.0,0.5714,,402.3,7.15,0.5621,16.21,0.2018,1.75,0.0078,0.0711,0.8879,-0.0071,0.0215,-0.4793,149,random
747,6137280,19327,26,921.8,2973.4,2.8,4.1,1.85,0.6429,0.4286,0.8571,0.0,0.6429,,278.8,5.19,0.5481,17.38,0.1919,1.73,0.0082,0.0622,0.8491,-0.0063,0.0283,-0.4862,149,random
748,6145472,19345,18,928.5,3290.2,2.5,3.9,1.6,0.7273,0.5,0.8571,0.0,0.7273,,336.8,6.39,0.5752,17.1,0.2026,1.78,0.008,0.0676,0.9057,-0.0068,0.0174,-0.5159,149,random
749,6153664,19365,20,935.1,3105.8,2.6,3.9,1.76,0.7143,0.5,1.0,0.0,0.7143,,408.7,6.7,0.5309,16.53,0.1893,1.7,0.0079,0.0611,0.9205,-0.0066,0.0147,-0.4832,149,random
750,6161856,19396,31,941.8,2998.0,2.7,3.7,1.81,0.6875,0.7692,0.3333,0.0,0.6875,,316.3,5.74,0.5417,16.72,0.1924,1.72,0.0124,0.0649,0.8839,-0.0053,0.0209,-0.4792,149,random
751,6170048,19417,21,948.2,3129.7,2.6,3.7,1.73,0.8182,0.8571,0.75,0.0,0.8182,,358.8,6.33,0.5277,16.44,0.1885,1.7,0.0081,0.0631,0.9446,-0.0071,0.0123,-0.4859,150,random
752,6178240,19434,17,954.9,2886.1,2.8,3.5,1.96,0.625,1.0,0.25,0.0,0.625,,432.5,7.35,0.5695,17.07,0.2007,1.77,0.0091,0.0724,0.9337,-0.0067,0.0155,-0.4926,150,random
753,6186432,19456,22,961.3,2915.4,2.8,3.5,1.9,0.8571,1.0,0.7143,0.0,0.8571,,357.0,7.09,0.5575,16.53,0.1987,1.75,0.0105,0.0708,0.9398,-0.0083,0.0153,-0.5009,150,random
754,6194624,19485,29,967.8,2819.3,2.9,3.7,1.99,0.7857,0.75,0.8,0.0,0.7857,,383.2,6.79,0.5424,17.38,0.19,1.72,0.0095,0.0668,0.8736,-0.0063,0.0287,-0.4845,150,random
755,6202816,19508,23,974.3,3058.4,2.7,3.7,1.76,0.9231,1.0,0.875,0.0,0.9231,,321.7,5.91,0.5401,16.35,0.1933,1.72,0.0095,0.0637,0.9168,-0.0053,0.0186,-0.4706,150,random
756,6211008,19535,27,980.8,2991.5,2.7,3.6,1.82,0.75,0.6667,0.8571,0.0,0.75,,313.5,5.96,0.5098,16.13,0.1833,1.66,0.0093,0.0587,0.9265,-0.0079,0.0181,-0.4892,151,random
757,6219200,19561,26,987.0,3141.1,2.6,3.7,1.7,0.5,0.375,0.6667,0.0714,0.5,,323.4,6.19,0.4992,16.62,0.1776,1.65,0.0108,0.0735,0.8688,-0.0044,0.03,-0.4437,151,random
758,6227392,19576,15,993.4,3128.3,2.6,3.6,1.72,0.875,0.8333,1.0,0.0,0.875,,328.1,6.0,0.5223,16.43,0.1866,1.69,0.0088,0.0757,0.9139,-0.0051,0.0186,-0.5002,151,random
759,6235584,19600,24,999.8,2953.0,2.8,3.9,1.8,0.7273,0.6,0.8333,0.0,0.7273,,377.8,6.83,0.5665,17.5,0.1979,1.76,0.0102,0.0722,0.9211,-0.0071,0.0186,-0.5043,151,random
760,6243776,19622,22,1006.3,3273.4,2.5,3.7,1.57,0.6,0.5714,0.6667,0.0,0.6,,450.0,7.55,0.5106,16.68,0.1814,1.67,0.0086,0.0604,0.8612,-0.0065,0.0255,-0.4513,151,random
761,6251968,19640,18,1012.3,3595.7,2.3,3.7,1.39,0.875,0.8333,1.0,0.0,0.875,,299.1,5.56,0.5434,16.58,0.1935,1.72,0.0082,0.0631,0.9128,-0.0068,0.0184,-0.4937,152,random
762,6260160,19666,26,1018.4,3569.3,2.3,3.6,1.39,0.8182,0.8333,0.8,0.0,0.8182,,388.3,6.77,0.5498,17.29,0.1929,1.73,0.0095,0.0724,0.9334,-0.007,0.0146,-0.4994,152,random
763,6268352,19690,24,1024.5,3299.2,2.5,3.6,1.56,0.8,0.3333,1.0,0.0,0.8,,355.1,5.67,0.5086,16.41,0.1818,1.66,0.0099,0.0658,0.9006,-0.0057,0.0181,-0.4568,152,random
764,6276544,19715,25,1030.9,3068.0,2.7,3.7,1.73,0.6667,0.5714,1.0,0.0,0.6667,,311.9,5.08,0.5428,17.22,0.1907,1.72,0.0068,0.0573,0.9019,-0.0074,0.0177,-0.5094,152,random
765,6284736,19740,25,1037.3,3099.1,2.6,3.7,1.74,0.6429,0.375,1.0,0.0,0.6429,,349.2,6.6,0.5525,17.11,0.1946,1.74,0.008,0.0581,0.8765,-0.0054,0.0228,-0.4856,152,random
766,6292928,19766,26,1044.1,2734.4,3.0,3.6,2.05,0.8333,1.0,0.7778,0.0,0.8333,,356.4,6.27,0.5372,17.12,0.1891,1.71,0.0074,0.0652,0.9117,-0.0061,0.0191,-0.4944,153,random
767,6301120,19800,34,1050.9,2644.7,3.1,4.0,2.11,0.7727,0.6667,0.9,0.0,0.7727,,315.9,5.88,0.5211,16.38,0.1864,1.68,0.0085,0.0627,0.8587,-0.007,0.0304,-0.4671,153,random
768,6309312,19822,22,1057.7,2976.6,2.8,3.9,1.83,0.6,0.4286,0.75,0.0,0.6,,258.8,5.41,0.4878,15.86,0.1765,1.63,0.0071,0.0565,0.8699,-0.0072,0.0235,-0.4562,153,random
769,6317504,19848,26,1064.2,3209.2,2.6,3.9,1.66,0.7143,0.4286,1.0,0.0,0.7143,,289.4,5.65,0.5066,15.66,0.1841,1.66,0.0086,0.0659,0.8918,-0.0061,0.0204,-0.4726,153,random
770,6325696,19869,21,1070.7,3210.7,2.6,3.9,1.65,0.8889,0.8,1.0,0.0,0.8889,,350.9,6.1,0.5476,17.25,0.1923,1.73,0.0095,0.0699,0.8879,-0.0068,0.0214,-0.4855,153,random
771,6333888,19888,19,1077.3,3236.1,2.5,3.9,1.65,0.7778,0.3333,1.0,0.0,0.7778,,291.1,5.42,0.5445,17.47,0.1904,1.72,0.0078,0.065,0.9091,-0.0063,0.0184,-0.4823,154,random
772,6342080,19910,22,1083.7,3359.7,2.4,3.8,1.56,0.7692,0.7273,1.0,0.0,0.7692,,362.2,6.73,0.5487,17.1,0.1932,1.73,0.01,0.0669,0.898,-0.0047,0.0211,-0.5029,154,random
773,6350272,19937,27,1090.0,3478.7,2.4,3.9,1.44,0.8462,0.875,0.8,0.0,0.8462,,364.6,6.07,0.5564,18.75,0.1898,1.74,0.0081,0.0634,0.8879,-0.006,0.0231,-0.4887,154,random
774,6358464,19957,20,1096.4,3385.6,2.4,3.9,1.55,0.8889,0.6667,1.0,0.0,0.8889,,383.1,6.2,0.5088,16.5,0.1815,1.66,0.0092,0.0677,0.8878,-0.0079,0.0234,-0.4753,154,random
775,6366656,19974,17,1102.7,3381.3,2.4,3.9,1.56,0.7143,0.8,0.5,0.0,0.7143,,375.7,6.24,0.5394,17.51,0.1884,1.72,0.0101,0.0724,0.8922,-0.0054,0.021,-0.4809,154,random
